PROVIDERID,PROVIDERNAME,PROVIDERSERVICETYPE,STREETADDRESS,CITY,STATE,ZIP,COUNTY,COMMUNITY,POINT_X,POINT_Y,AWARDDATE,EXPIRATIONDATE,QRISRATINGLEVEL,TOTALLICENSEDCAPACITY,CCCAPCHILDCOUNT_D1,CCCAPCASECOUNT_D1,CCCAPFAEXPDATE_D1,CCCAPTOTALAUTH_D1,CCCAPFASTATUS_D1,CCCAPFAEXPDATE_D2,CCCAPTOTALAUTH_D2,CCCAPFASTATUS_D2,YEAR_MONTH
100294,BUNDLES OF BABIES,Day care center,941 E 88th AVE,Thornton,CO,80229,Adams,West Adams,-104.974083,39.856484,6/30/2016 0:00,6/30/2019 0:00,Level 4,13,16,16,10/31/2019 0:00,18,1,10/31/2019 0:00,12,1,20170930
100375,STETSON HILLS PRESCHOOL PROGRAM,Preschool,4910 Jedediah Smith RD,Colorado Springs,CO,80922,El Paso,Elsmere,-104.700716,38.905994, , ,Level 1,30, , , , , , , , ,20170930
100440,MEADOW VIEW ELEM SCHOOL AGE CARE PRGM,School age child care,3700 Butterfield XING,Castle Rock,CO,80109,Douglas,Castle Rock,-104.90336,39.410436, , , ,100, , , , , , , , ,20170930
100572,THE CENTER,School age child care,315 W 6th ST,Leadville,CO,80461,Lake,Leadville,-106.295832,39.247794, , , ,108, , ,9/26/2017 0:00,0,1,9/26/2017 0:00,0,1,20170930
100573,LOWRY INTERGENERATIONAL CENTER,Preschool,1016 Boston ST BLDG 880,Denver,CO,80230,Arapahoe,South Aurora,-104.877969,39.730045,11/17/2015 0:00,11/17/2018 0:00,Level 2,20, , , , , ,6/30/2019 0:00,0,1,20170930
100574,CROSS OF CHRIST LUTHERAN PRESCHOOL,Preschool,12099 Lowell BLVD,Broomfield,CO,80020,Broomfield,Broomfield,-105.035156,39.916756,5/31/2017 0:00,5/31/2020 0:00,Level 5,89, , , , , , , , ,20170930
100695,SANDRA SILVA-MONTOYA,Large day care home,1607 S Quitman ST,Denver,CO,80219,Denver,Denver,-105.04145,39.687655, , ,Level 1,11,14,8,5/31/2019 0:00,14,1,7/31/2019 0:00,12,1,20170930
100707,REBECCA TAYLOR,Day care home,12695 Jersey CIR W,Thornton,CO,80602,Adams,West Adams,-104.919127,39.925375, , ,Level 1,6, , , , , , , , ,20170930
100736,SUMMIT COVE ELEMENTARY PRESCHOOL,Day care center,727 Cove BLVD,Dillon,CO,80435,Summit,Breckenridge,-106.00583,39.590568,5/31/2016 0:00,5/31/2019 0:00,Level 3,30, , , , , , , , ,20170930
100737,KINDERCARE LEARNING CENTERS LLC,Day care center,4755 Royal Vista CIR,Fort Collins,CO,80528,Larimer,Timnath-Wellington,-104.987251,40.477847, , ,Level 4,178,78,53,3/31/2020 0:00,88,1,3/31/2020 0:00,70,1,20170930
100882,RED FEATHER LAKES BASE CAMP PRESCHOOL,Preschool,505 Creedmore RD,Red Feather Lake,CO,80545,Larimer,Livermore,-105.610518,40.800012,11/30/2016 0:00,11/30/2019 0:00,Level 3,15, , , , , , , , ,20170930
100896,TERRI HURLEY,Day care home,9575 W Maplewood AVE,Littleton,CO,80123,Jefferson,Northeast Jefferson,-105.104996,39.605169,2/23/2017 0:00,2/23/2020 0:00,Level 2,6, , , , , , , , ,20170930
100909,KRISTINA SANDOVAL,Day care home,3041 Lost Creek RD N,Montrose,CO,81401,Montrose,Montrose,-107.836602,38.4535, , ,Level 1,6,5,2,6/30/2018 0:00,5,1,6/30/2018 0:00,5,1,20170930
101046,LORETTA VIGIL,Large day care home,27 Red Tail CT,Dillon,CO,80435,Summit,Breckenridge,-106.005066,39.592686, , ,Level 1,12,2,2,12/31/2017 0:00,3,1,12/31/2017 0:00,3,1,20170930
101079,PRIMROSE SCHOOL OF WEST WOODS,Day care center,16395 W 64th AVE,Arvada,CO,80007,Jefferson,Northeast Jefferson,-105.183363,39.813948, , ,Level 4,177, , , , , , , , ,20170930
101146,COUNTRY KIDS PRESCHOOL,Preschool,2025 WCR 36,Mead,CO,80542,Weld,Johnstown-Milliken,-105.013912,40.247701, , ,Level 1,12, , , , , , , , ,20170930
101201,VICKY AGUILAR,Day care home,2723 Holmes AVE,Pueblo,CO,81004,Pueblo,Pueblo,-104.64335,38.225372,9/19/2016 0:00,9/19/2019 0:00,Level 2,6,11,5,5/17/2018 0:00,8,1,5/17/2018 0:00,6,1,20170930
101211,ASCENSION CHILDREN'S LEARNING CENTER,Day care center,2505 N Circle DR,Colorado Springs,CO,80909,El Paso,Colorado Springs,-104.784153,38.868811,2/22/2016 0:00,2/22/2019 0:00,Level 2,54,23,16,12/31/2017 0:00,26,1,12/31/2017 0:00,24,1,20170930
101213,OPEN DOOR CHILDCARE CENTER,Day care center,1567 Marion ST,Denver,CO,80218,Denver,Denver,-104.972489,39.741333,9/30/2016 0:00,9/30/2019 0:00,Level 4,50,23,15,6/30/2020 0:00,25,1,6/30/2020 0:00,26,1,20170930
101215,STANLEY BRITISH PRIMARY SCH DAY PRGRM,School age child care,350 Quebec ST,Denver,CO,80230,Denver,Denver,-104.902683,39.721914, , , ,238, , , , , , , , ,20170930
101295,MOLLY WILLIAMS,Day Care Home 3,7197 S Fairfax CT,Littleton,CO,80122,Arapahoe,Southwest Arapahoe,-104.928549,39.587045,11/9/2015 0:00,11/9/2018 0:00,Level 2,6, , , , , , , , ,20170930
101334,SUSAN DURGA,Day care home,428 West Pitkin AVE,Pueblo,CO,81004,Pueblo,Pueblo,-104.630095,38.260227, , ,Level 1,6,8,6,11/30/2017 0:00,8,1,11/30/2017 0:00,5,1,20170930
101348,EMERSON PRE K PROGRAM,Preschool,2660 Unaweep AVE,Grand Junction,CO,81503,Mesa,Grand Junction,-108.557856,39.048819, , ,Level 1,15, , , , , , , , ,20170930
101445,CYNTHIA JOHNSON,Day Care Home 3,9995 Hoyt PL,Westminste,CO,80021,Jefferson,Northeast Jefferson,-105.103918,39.876458,4/18/2017 0:00,4/18/2020 0:00,Level 2,6, , , , , , , , ,20170930
101549,CANON CITY REC DISTRICT KIDS CLUB LINCOLN,School age child care,420 Myrtle AVE,Canon City,CO,81212,Fremont,Cañon City,-105.239533,38.432728, , , ,20, , ,9/30/2017 0:00,1,1,9/30/2017 0:00,5,1,20170930
101558,"TINY HANDS DAYCARE CENTER, INC.",Day care center,922 Weaver,Blanca,CO,81123,Costilla,Blanca,-105.510932,37.439813,3/31/2016 0:00,3/31/2019 0:00,Level 3,33,19,7,12/31/2019 0:00,19,1,12/31/2019 0:00,12,1,20170930
101587,ARROWWOOD ELEMENTARY,School age child care,10345 Arrowwood DR,Highlands Ranch,CO,80130,Douglas,Sedalia,-104.934664,39.527465, , , ,56,3,2,6/30/2018 0:00,4,1,6/30/2018 0:00,4,1,20170930
101641,PATRICIA GLACKEN,Day Care Home 3,750 Legend Oak DR,Fountain,CO,80817,El Paso,Fountain,-104.694456,38.704398, , ,Level 1,6, , , , , , , , ,20170930
101821,"MONTESSORI ACADEMY, LLC",Day care center,801 N 111th ST,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.094457,40.008082,7/14/2016 0:00,7/14/2019 0:00,Level 2,30,2,2,5/31/2019 0:00,2,1,5/31/2019 0:00,3,1,20170930
101855,SHRINE OF ST THERESE CATHOLIC PRSCHL,Preschool,320 Goodnight AVE,Pueblo,CO,81004,Pueblo,Pueblo,-104.643579,38.263497, , ,Level 1,24, , , , , , , , ,20170930
101858,BVSD BIRCH ELEMENTARY SAC,School age child care,1035 Birch ST,Broomfield,CO,80020,Broomfield,Broomfield,-105.059673,39.930238, , , ,50, , ,8/31/2019 0:00,4,1,8/31/2019 0:00,7,1,20170930
102001,MYRA NIXON,Large day care home,4502 Constitution AVE,Colorado Springs,CO,80915,El Paso,Colorado Springs,-104.744223,38.863978,10/31/2016 0:00,10/31/2019 0:00,Level 2,12,11,8,11/30/2019 0:00,24,1,11/30/2019 0:00,19,1,20170930
102013,RED ROCKS COMM COLLEGE - THOMSON SACC,School age child care,7750 Harlan,Arvada,CO,80003,Jefferson,Northeast Jefferson,-105.061379,39.837377, , , ,96, , ,5/31/2019 0:00,5,1,5/31/2019 0:00,10,1,20170930
102079,NORTH FORK MONTESSORI @ CRAWFORD,Day care center,51 Fir AVE,Crawford,CO,81415,Delta,Hotchkiss,-107.603713,38.705536,6/30/2015 0:00,6/30/2018 0:00,Level 2,46, , ,6/30/2018 0:00,0,1,6/30/2018 0:00,0,1,20170930
102155,MICHELLE CURTIS,Day Care Home 3,4241 Coaldale DR,Loveland,CO,80538,Larimer,Loveland,-105.129677,40.435275, , ,Level 1,6, , , , , , , , ,20170930
102166,BVSD PRESCHOOL AT CREEKSIDE,Preschool,3740 Martin DR,Boulder,CO,80305,Boulder,Boulder,-105.24945,39.990301,2/1/2017 0:00,2/1/2020 0:00,Level 4,32, , , , , , , , ,20170930
102174,A CHILD'S LIFE,Day care center,11500 N Sheridan BLVD,Westminster,CO,80020,Adams,West Adams,-105.051085,39.904531, , ,Level 1,100, , , , , , , , ,20170930
102287,GROWING YEARS INFANT CENTER,Day care center,151 School ST,Basalt,CO,81621,Pitkin,Snowmass Village,-107.029305,39.364972,4/30/2016 0:00,4/30/2019 0:00,Level 4,18, , ,9/30/2018 0:00,0,1,7/31/2019 0:00,0,1,20170930
102381,FISHER EARLY LEARNING CENTER,Day care center,1899 E Evans,Denver,CO,80208,Denver,Denver,-104.965538,39.678736, , ,Level 4,192, , , , , , , , ,20170930
102382,TENDERFOOT CHILD & FAMILY DVLPMNT CTR,Day care center,700 N Colorado ST,Gunnison,CO,81230,Gunnison,Gunnison,-106.922604,38.551327,8/31/2017 0:00,8/31/2020 0:00,Level 4,147,21,12,10/16/2017 0:00,23,1,10/16/2017 0:00,23,1,20170930
102472,CHRIST THE KING ROMAN CATHOLIC SCHOOL,Preschool,860 Elm ST,Denver,CO,80220,Denver,Denver,-104.929018,39.730231,5/10/2017 0:00,5/10/2020 0:00,Level 2,44, , , , , , , , ,20170930
102473,PEAK TO PEAK CHARTER SCHOOL,School age child care,800 Merlin,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.081059,39.990242, , , ,70, , ,8/31/2019 0:00,0,1,8/31/2019 0:00,0,1,20170930
102474,LINCOLN EARLY CHILDHOOD,Preschool,3312 N Douglas AVE,Loveland,CO,80537,Larimer,Loveland,-105.088779,40.426165, , ,Level 4,46, , , , , , , , ,20170930
102604,EMERALD ELEMENTARY,Preschool,275 Emerald ST,Broomfield,CO,80020,Broomfield,Broomfield,-105.077138,39.921492,2/1/2017 0:00,2/1/2020 0:00,Level 4,32, , , , , , , , ,20170930
102605,BLUE LAKE PRESCHOOL,Day care center,0189 JW DR STE C,Carbondale,CO,81623,Eagle,Basalt,-107.106531,39.401866,5/31/2017 0:00,5/31/2020 0:00,Level 4,114,20,14,8/23/2017 0:00,20,1,5/31/2019 0:00,20,1,20170930
102645,SEBRINA BERUMEN,Day care home,2404 S Elkhart ST,Aurora,CO,80014,Arapahoe,South Aurora,-104.815841,39.672198, , ,Level 1,6, , , , , , , , ,20170930
102648,OAK CREEK CPCD PRESCHOOL,Preschool,3333 Oak Creek DR W,Colorado Springs,CO,80906,El Paso,Colorado Springs,-104.817647,38.783427, , ,Level 4,40, , , , , , , , ,20170930
102650,LITTLE ANGELS CHRISTIAN PRE-SCHOOL,Day care center,687 Academy CT,Windsor,CO,80550,Weld,Windsor,-104.881639,40.470857, , ,Level 1,60,3,3,12/31/2019 0:00,3,1,12/31/2019 0:00,5,1,20170930
102673,CARRIE TAYLOR,Large day care home,1617 S Pagosa CT,Aurora,CO,80017,Arapahoe,South Aurora,-104.789569,39.688578, , ,Level 1,12,10,5,11/30/2018 0:00,9,1,11/30/2018 0:00,11,1,20170930
102706,CAROLYN HUNTER,Large day care home,107 Bass CIR,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.092853,40.006525,1/9/2017 0:00,1/9/2020 0:00,Level 2,12,4,3,5/31/2019 0:00,4,1,5/31/2019 0:00,5,1,20170930
102720,RMSER SOUTHERN COLORADO HEAD START,Day care center,375 W Pine,Walsenburg,CO,81089,Huerfano,Walsenburg,-104.791904,37.632619, , ,Level 4,50, , , , , , , , ,20170930
102723,RMSER EARLY LEARNING CENTER,Day care center,513 Alta ST,Trinidad,CO,81082,Las Animas,Trinidad,-104.520388,37.16673, , ,Level 4,150,4,2,2/28/2020 0:00,4,1,10/2/2017 0:00,8,1,20170930
102729,THERESA DAVIS,Large day care home,202 Westridge AVE,Haxtun,CO,80731,Phillips,Haxtun,-102.636092,40.64321, , ,Level 1,12,5,3,12/31/2017 0:00,5,1,12/31/2017 0:00,5,1,20170930
102753,MESA VIEW EXTENDED HOURS,School age child care,2967 B RD,Grand Junction,CO,81503,Mesa,Grand Junction,-108.503033,39.03316, , , ,30, , ,2/28/2018 0:00,6,1,2/28/2018 0:00,9,1,20170930
102754,CHIPETA EXTENDED HOURS PROGRAM,School age child care,950 Chipeta AVE,Grand Junction,CO,81501,Mesa,Grand Junction,-108.55656,39.072737, , , ,30, , ,7/31/2017 0:00,15,1,6/30/2018 0:00,14,1,20170930
102755,TOPE EXTENDED HOURS PROGRAM,School age child care,2220 N 7TH ST,GRAND JUNCTION,CO,81501,Mesa,Grand Junction,-108.560339,39.086884, , , ,60, , ,6/30/2018 0:00,4,1,8/31/2018 0:00,17,1,20170930
102756,NISLEY EXTENDED HOURS,School age child care,543 28 3/4 RD,Grand Junction,CO,81501,Mesa,Grand Junction,-108.520885,39.082983, , , ,30, , ,7/31/2017 0:00,7,1,6/30/2018 0:00,8,1,20170930
102894,ERIN HATFIELD,Large day care home,7023 Sapling PL,Colorado Springs,CO,80922,El Paso,Elsmere,-104.699941,38.910994, , ,Level 3,12, , , , , , , , ,20170930
102897,KELLY FUGATE,Large day care home,623 Stevens AVE,Colorado Springs,CO,80905,El Paso,Colorado Springs,-104.811559,38.804146, , ,Level 3,12,6,4,12/31/2017 0:00,12,1,12/31/2017 0:00,18,1,20170930
103047,ASCENSION LUTHERAN EXTENDED DAY PRESCHOOL,Day care center,1701 W Caley AVE,Littleton,CO,80120,Arapahoe,Southwest Arapahoe,-105.007959,39.602805, , ,Level 1,59, , , , , , , , ,20170930
103053,CASTLE KIDS EARLY LEARNING CENTER,Day care center,2600 Wadsworth BLVD,Wheat Ridge,CO,80033,Jefferson,Northeast Jefferson,-105.080367,39.755276, , ,Level 1,30,4,4,10/31/2019 0:00,4,1,10/31/2019 0:00,4,1,20170930
103193,CITY OF LAKEWOOD B A PROGRAM LASLEY,School age child care,1393 S Kendall CT,Lakewood,CO,80232,Jefferson,Northeast Jefferson,-105.066729,39.69215, , , ,45,1,1,10/31/2019 0:00,1,1,10/31/2019 0:00,1,1,20170930
103253,DOUGLAS CTY SCHL MEADOWVIEW PRSCHL,Preschool,3700 Butterfield Crossing,Castle Rock,CO,80104,Douglas,Castle Rock,-104.903394,39.410443,3/28/2016 0:00,3/28/2019 0:00,Level 2,15, , , , , , , , ,20170930
103255,DOUGLAS CTY SCHL ARROWWOOD  PRESCHL,Preschool,10345 Arrowwood,Highlands Ranch,CO,80130,Douglas,Sedalia,-104.934664,39.527465,12/2/2016 0:00,12/2/2019 0:00,Level 2,32, , , , , , , , ,20170930
103270,SUZI ANTONOWITSCH,Day care home,1947 Sara E LN,Montrose,CO,81401,Montrose,Montrose,-107.836777,38.464371, , ,Level 1,6,2,1,6/30/2018 0:00,2,1,6/30/2018 0:00,2,1,20170930
103369,MELISSA WOLFE,Large day care home,4668 S Adobe LN,Littleton,CO,80127,Jefferson,Northeast Jefferson,-105.114041,39.632667, , ,Level 1,12, , , , , , , , ,20170930
103456,TIMBERLINE PK-8 PRESCHOOL,Preschool,233 E Mountain View,Longmont,CO,80501,Boulder,Longmont,-105.086948,40.180409, , ,Level 1,40, , , , , , , , ,20170930
103619,CITY OF BOULDER PARKS AND RECS SOUTH,School age child care,1360 GILLASPIE,BOULDER,CO,80303,Boulder,Boulder,-105.248599,39.974522, , , ,50, , , , , , , , ,20170930
103711,ACSD #14 MONACO ELEMENTARY CARE PROGRAM,School age child care,7631 Monaco ST,Commerce City,CO,80022,Adams,Commerce City,-104.913408,39.834858, , , ,50,2,2,9/30/2019 0:00,4,1,10/2/2017 0:00,3,1,20170930
103712,DUPONT,School age child care,7970 Kimberly,Commerce City,CO,80022,Adams,Commerce City,-104.916992,39.840878, , , ,50, , ,11/30/2019 0:00,0,1,10/2/2017 0:00,1,1,20170930
103713,ALSUP,School age child care,7101 Birch,Commerce City,CO,80022,Adams,Commerce City,-104.937162,39.825313, , , ,50,3,3,11/30/2019 0:00,3,1,10/2/2017 0:00,1,1,20170930
103716,KEMP,School age child care,6775 Oneida,Commerce City,CO,80022,Adams,Commerce City,-104.908472,39.818339, , , ,50,2,1,11/30/2019 0:00,2,1,10/2/2017 0:00,0,1,20170930
103719,CENTRAL,School age child care,6450 Holly,Commerce City,CO,80022,Adams,Commerce City,-104.921267,39.813744, , , ,50,1,1,11/30/2019 0:00,1,1,10/2/2017 0:00,4,1,20170930
103721,PATTERSON CHILDREN'S CENTER,Day care center,7735 W Florida,Lakewood,CO,80232,Jefferson,Northeast Jefferson,-105.082963,39.689621,9/17/2015 0:00,9/17/2018 0:00,Level 2,30,5,5,10/31/2018 0:00,5,1,10/31/2018 0:00,0,1,20170930
103722,PATTERSON HEAD START,Day care center,1480 S Yarrow ST,Lakewood,CO,80232,Jefferson,Northeast Jefferson,-105.083222,39.689666, , ,Level 4,20,4,4,8/11/2017 0:00,8,1,10/31/2018 0:00,4,1,20170930
103790,MARIE SCRIVANA,Day care home,1870 Pima DR,Colorado Springs,CO,80915,El Paso,Elsmere,-104.708469,38.859344, , ,Level 1,6, , , , , , , , ,20170930
103969,LEANN BROWN,Experienced Child Care Provider,2901 Bozeman CT,Fort Collins,CO,80526,Larimer,Fort Collins,-105.088649,40.54777,9/15/2016 0:00,9/15/2019 0:00,Level 2,9, , , , , , , , ,20170930
103975,KRISTIN VICKLES,Day care home,410 S Bermont AVE,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.095617,39.995127, , ,Level 1,6,4,2,3/31/2018 0:00,4,1,3/31/2018 0:00,3,1,20170930
104284,MARIA CIURCZAK,Experienced Child Care Provider,10230 Woodrose CT,Highlands Ranch,CO,80129,Douglas,Sedalia,-105.021749,39.529727,10/28/2016 0:00,10/28/2019 0:00,Level 2,9, , , , , , , , ,20170930
104432,KINDERCARE LEARNING CENTERS LLC #1650,Day care center,4703 McMurry AVE,Fort Collins,CO,80525,Larimer,Fort Collins,-105.049408,40.522296, , ,Level 4,166,32,26,12/31/2019 0:00,38,1,12/31/2019 0:00,43,1,20170930
104440,PAMELA POWERS,Experienced Child Care Provider,4982 S Hoyt ST,Littleton,CO,80123,Denver,Denver,-105.104166,39.626615,9/30/2016 0:00,9/30/2019 0:00,Level 5,9, , , , , , , , ,20170930
104453,ROSA LENING,Day care home,77 Mayhew,Lamar,CO,81052,Prowers,Lamar,-102.62271,38.075399, , ,Level 1,6,1,1,6/30/2018 0:00,1,1,6/30/2018 0:00,0,1,20170930
104591,BETHUNE PRESCHOOL,Day care center,145 W 3rd AVE,Bethune,CO,80805,Kit Carson,Burlington,-102.425032,39.30598, , ,Level 1,15, , , , , , , , ,20170930
104630,ST MARY'S ACADEMY ASA PROGRAM,School age child care,4545 S University BLVD,Englewood,CO,80113,Arapahoe,Southwest Arapahoe,-104.961104,39.633508, , , ,50, , , , , , , , ,20170930
104653,DPS ECE GREEN VALLEY ELEMENTARY,Day care center,4100 Jericho ST,Denver,CO,80249,Denver,Denver,-104.748434,39.773012,1/31/2017 0:00,1/31/2020 0:00,Level 4,80, , , , , , , , ,20170930
104654,DPS ECE SOUTHMOOR ELEMENTARY SCHOOL,Day care center,3755 S Magnolia WAY,Denver,CO,80237,Denver,Denver,-104.912139,39.647714,5/31/2016 0:00,5/31/2019 0:00,Level 5,20, , , , , , , , ,20170930
104905,FRONTIER PRESCHOOL,Preschool,3755 Meadow RDG,Colorado Springs,CO,80920,El Paso,Colorado Springs,-104.755878,38.946838, , ,Level 1,15, , , , , , , , ,20170930
104910,BRADFORD,Day care center,107 S LaCrosse,Pueblo,CO,81001,Pueblo,Pueblo,-104.589507,38.267946, , ,Level 1,64, , , , , , , , ,20170930
104912,KATHRIEN RAEL,Experienced Child Care Provider,5509 S Lisbon ST,Centennial,CO,80015,Arapahoe,South Aurora,-104.746003,39.617147,12/31/2016 0:00,12/31/2019 0:00,Level 4,9, , , , , ,8/31/2020 0:00,0,1,20170930
105093,SLATER PRESCHOOL,Day care center,8605 W 23rd AVE,Lakewood,CO,80215,Jefferson,Northeast Jefferson,-105.093872,39.751778,2/28/2017 0:00,2/28/2020 0:00,Level 2,20, , , , , , , , ,20170930
105167,SUMMER GRIFFIN,Day care home,3440 Jackson WAY,Thornton,CO,80233,Adams,West Adams,-104.946758,39.901184, , ,Level 1,6,4,1,3/31/2019 0:00,4,1,3/31/2019 0:00,4,1,20170930
105229,YMCA OF THE PIKES PEAK REGION TRAILBLAZER,School age child care,2015 Wickes RD,Colorado Springs,CO,80902,El Paso,Colorado Springs,-104.865147,38.919463, , , ,57, , ,12/31/2017 0:00,4,1,12/31/2017 0:00,7,1,20170930
105262,LUCY SCHERR,Day care home,2002 Bryant AVE,Colorado Springs,CO,80909,El Paso,Colorado Springs,-104.752208,38.861365,4/28/2017 0:00,4/28/2020 0:00,Level 2,6, , , , , , , , ,20170930
105263,JOYCE LIVELY,Experienced Child Care Provider,114 Magnolia LN,Sterling,CO,80751,Logan,Sterling,-103.198473,40.638121, , ,Level 1,9, , ,5/31/2018 0:00,0,1,5/31/2018 0:00,1,1,20170930
105297,DIANE MOON,Day Care Home 3,20037 E Dartmouth DR,Aurora,CO,80013,Arapahoe,South Aurora,-104.751183,39.65712,1/27/2016 0:00,1/27/2019 0:00,Level 2,6, , , , , , , , ,20170930
105427,EAGLE'S LANDING,School age child care,4444 Clover Basin DR,Longmont,CO,80503,Boulder,Longmont,-105.160449,40.144119, , , ,100, , ,8/31/2019 0:00,9,1,8/31/2019 0:00,15,1,20170930
105437,SD27J PRESCHOOL @ NE ELEMENTARY,Preschool,1605 Long Peak,Brighton,CO,80601,Adams,Brighton,-104.802203,39.993117, , ,Level 1,32, , , , , , , , ,20170930
105469,6TH AVENUE ELEMENTARY PRESCHOOL,Preschool,560 Vaughn ST,Aurora,CO,80011,Arapahoe,South Aurora,-104.830186,39.72432,1/31/2016 0:00,1/31/2019 0:00,Level 3,16, , , , , , , , ,20170930
105471,WHEELING ELEMENTARY PRE-SCHOOL,Preschool,472 S Wheeling ST,Aurora,CO,80012,Arapahoe,South Aurora,-104.833006,39.703774,5/31/2015 0:00,5/31/2018 0:00,Level 2,16, , , , , , , , ,20170930
105478,YALE ELEMENTARY PRESCHOOL,Preschool,16001 E Yale AVE,Aurora,CO,80013,Arapahoe,South Aurora,-104.804906,39.667615,10/31/2016 0:00,10/31/2019 0:00,Level 4,16, , , , , , , , ,20170930
105689,WILMOT PRESCHOOL,Preschool,5124 S Hatch DR,Evergreen,CO,80439,Jefferson,Central Jefferson,-105.337681,39.620762,3/21/2017 0:00,3/21/2020 0:00,Level 2,48, , , , , , , , ,20170930
105835,BVSD KINDERGARTEN ENRICHMENT @ KOHL,School age child care,1000 W 10th AVE,Broomfield,CO,80020,Broomfield,Broomfield,-105.081735,39.927754, , , ,30,1,1,6/30/2019 0:00,1,1,8/31/2019 0:00,2,1,20170930
106029,NANCY LOPEZ,Day care home,25 Cascade AVE,Alamosa,CO,81101,Alamosa,Alamosa,-105.862281,37.476063, , ,Level 2,6,1,1,8/29/2017 0:00,1,1,2/3/2018 0:00,1,1,20170930
106212,REDEEMER LUTHERAN TINY TREASURES,Day care center,1000 Pioneer RD,Delta,CO,81416,Delta,Delta,-108.05049,38.734128,9/15/2015 0:00,9/15/2018 0:00,Level 2,29,11,6,6/30/2018 0:00,10,1,6/30/2018 0:00,12,1,20170930
106254,SILVIA RIPPY,Day care home,4231 Gatewood DR,Colorado Springs,CO,80916,El Paso,Colorado Springs,-104.749525,38.801244,2/18/2017 0:00,2/18/2020 0:00,Level 2,6,9,4,12/31/2017 0:00,10,1,12/31/2017 0:00,2,1,20170930
106268,KRISTY HART,Large day care home,9356 2010 RD,Austin,CO,81410,Delta,Cedaredge,-107.988297,38.789762, , ,Level 1,12,13,8,6/30/2018 0:00,12,1,6/30/2018 0:00,15,1,20170930
106283,MARGARITA TAYLOR,Large day care home,1641 Alpine ST,Longmont,CO,80504,Boulder,Longmont,-105.083375,40.187936, , ,Level 2,12,5,3,3/31/2018 0:00,5,1,3/31/2018 0:00,4,1,20170930
106418,THORNE NATURE INSTITUTE,School age child care,11300 Waterton,Littleton,CO,80123,Jefferson,South Jefferson,-105.094967,39.4902, , , ,97, , , , , , , , ,20170930
106499,MARY PERRYMAN,Large day care home,1710 Carmel DR,Colorado Springs,CO,80910,El Paso,Colorado Springs,-104.765836,38.806024, , ,Level 3,12,15,7,12/31/2017 0:00,14,1,12/31/2017 0:00,11,1,20170930
106602,JULIE JONES,Experienced Child Care Provider,1045 Dexter,Wray,CO,80758,Yuma,Wray,-102.226875,40.070823,5/6/2016 0:00,5/6/2019 0:00,Level 2,9, , ,6/30/2019 0:00,0,1,6/30/2019 0:00,0,1,20170930
106667,CANON PRESCHOOL,Preschool,1201 W Cheyenne RD,Colorado Springs,CO,80906,El Paso,Colorado Springs,-104.848231,38.798699, , ,Level 1,95, , , , , , , , ,20170930
106800,IRENE CARBAJAL,Experienced Child Care Provider,1817 E 18th ST,Pueblo,CO,81001,Pueblo,Pueblo,-104.578481,38.28456, , ,Level 1,8,8,5,10/1/2017 0:00,8,1,10/31/2019 0:00,4,1,20170930
106999,WESTRIDGE PRESCHOOL,Day care center,9650 S Foothills Canyon BLVD,Highlands Ranch,CO,80129,Douglas,Sedalia,-105.01353,39.540775, , ,Level 1,75, , , , , , , , ,20170930
107048,DESIREE CHEVALIER,Experienced Child Care Provider,11210 Gilcrest ST,Parker,CO,80134,Douglas,Parker,-104.789729,39.517102,6/22/2016 0:00,6/22/2019 0:00,Level 2,9, , , , , , , , ,20170930
107074,RMSER EARLY LEARNING CENTER-DELTA,Preschool,822 Grand AVE,Delta,CO,81416,Delta,Delta,-108.067343,38.735802, , ,Level 4,34, , , , , , , , ,20170930
107198,JOHNSTOWN  MILLIKEN COMMUNITY PRESCHOOL,Preschool,100 Broad ST,Milliken,CO,80543,Weld,Johnstown-Milliken,-104.866194,40.32996,12/31/2015 0:00,12/31/2018 0:00,Level 4,107, , , , , , , , ,20170930
107260,TERESA MAEL,Large day care home,161 Terrace DR,Pagosa Hills,CO,81147,Archuleta,Pagosa Springs,-107.034148,37.277446, , ,Level 1,8,1,1,10/31/2017 0:00,1,1,10/31/2017 0:00,1,1,20170930
107264,THE VILLAGE @ AMES,Day care center,7300 S Clermont DR,Littleton,CO,80122,Arapahoe,Southwest Arapahoe,-104.935586,39.583935,12/31/2016 0:00,12/31/2019 0:00,Level 4,144, , , , , ,7/31/2020 0:00,0,1,20170930
107271,SOUTH SUBURBAN FAMILY SPORTS CENTER,School age child care,6901 S Peoria,Englewood,CO,80112,Arapahoe,Southwest Arapahoe,-104.848997,39.592249, , , ,40, , , , , , , , ,20170930
